VariableCode,RegionCode,YearCode,AggValue
rgdpna,ARM,1992,9941.68847656250000000
rgdpna,ARM,1993,9065.74218750000000000
rgdpna,ARM,1994,9548.69042968750000000
rgdpna,ARM,1995,10206.70898437500000000
rgdpna,ARM,1996,10808.91308593750000000
rgdpna,ARM,1997,11167.87792968750000000
rgdpna,ARM,1998,11987.62402343750000000
rgdpna,ARM,1999,12377.84863281250000000
rgdpna,ARM,2000,13107.60156250000000000
rgdpna,ARM,2001,14360.25683593750000000
rgdpna,ARM,2002,16521.52929687500000000
rgdpna,ARM,2003,18841.28710937500000000
rgdpna,ARM,2004,20813.56054687500000000
rgdpna,ARM,2005,23699.51757812500000000
rgdpna,ARM,2006,26827.37500000000000000
rgdpna,ARM,2007,30515.92968750000000000
rgdpna,ARM,2008,32636.07421875000000000
rgdpna,ARM,2009,28018.07421875000000000
rgdpna,ARM,2010,28638.70507812500000000
rgdpna,ARM,2011,29970.62500000000000000
rgdpna,ARM,2012,32118.09375000000000000
rgdpna,ARM,2013,33164.41796875000000000
rgdpna,ARM,2014,34372.31250000000000000
rgdpna,ARM,2015,35484.43750000000000000
rgdpna,ARM,2016,35545.41796875000000000
rgdpna,ARM,2017,38221.71484375000000000
rgdpna,ARM,2018,40210.19531250000000000
rgdpna,ARM,2019,43260.19531250000000000
rgdpna,ATG,1970,266.39532470703100000
rgdpna,ATG,1971,286.31271362304700000
rgdpna,ATG,1972,307.47494506835900000
rgdpna,ATG,1973,333.61654663085900000
rgdpna,ATG,1974,344.97143554687500000
rgdpna,ATG,1975,326.04663085937500000
rgdpna,ATG,1976,296.84841918945300000
rgdpna,ATG,1977,318.47674560546900000
rgdpna,ATG,1978,329.71475219726600000
rgdpna,ATG,1979,365.23480224609400000
rgdpna,ATG,1980,389.71759033203100000
rgdpna,ATG,1981,408.98272705078100000
rgdpna,ATG,1982,410.58816528320300000
rgdpna,ATG,1983,438.68316650390600000
rgdpna,ATG,1984,471.39376831054700000
rgdpna,ATG,1985,507.91723632812500000
rgdpna,ATG,1986,550.66174316406300000
rgdpna,ATG,1987,598.62384033203100000
rgdpna,ATG,1988,643.97784423828100000
rgdpna,ATG,1989,677.80084228515600000
rgdpna,ATG,1990,698.21411132812500000
rgdpna,ATG,1991,713.41125488281300000
rgdpna,ATG,1992,721.67602539062500000
rgdpna,ATG,1993,759.77954101562500000
rgdpna,ATG,1994,810.50781250000000000
rgdpna,ATG,1995,775.17297363281300000
rgdpna,ATG,1996,826.36901855468800000
rgdpna,ATG,1997,871.58477783203100000
rgdpna,ATG,1998,912.82049560546900000
rgdpna,ATG,1999,946.66436767578100000
rgdpna,ATG,2000,1005.39001464844000000
rgdpna,ATG,2001,959.66485595703100000
rgdpna,ATG,2002,969.52490234375000000
rgdpna,ATG,2003,1028.43847656250000000
rgdpna,ATG,2004,1087.74877929688000000
rgdpna,ATG,2005,1158.16784667969000000
rgdpna,ATG,2006,1305.34960937500000000
rgdpna,ATG,2007,1426.94787597656000000
rgdpna,ATG,2008,1426.74316406250000000
rgdpna,ATG,2009,1256.06616210938000000
rgdpna,ATG,2010,1157.58312988281000000
rgdpna,ATG,2011,1134.91052246094000000
rgdpna,ATG,2012,1173.18969726563000000
rgdpna,ATG,2013,1166.14025878906000000
rgdpna,ATG,2014,1210.40368652344000000
rgdpna,ATG,2015,1256.70520019531000000
rgdpna,ATG,2016,1325.79614257813000000
rgdpna,ATG,2017,1367.48706054688000000
rgdpna,ATG,2018,1462.53308105469000000
rgdpna,ATG,2019,1511.54504394531000000
rgdpna,AUS,1950,127476.03125000000000000
rgdpna,AUS,1951,130718.29687500000000000
rgdpna,AUS,1952,125367.68750000000000000
rgdpna,AUS,1953,138968.32812500000000000
rgdpna,AUS,1954,150078.18750000000000000
rgdpna,AUS,1955,155997.84375000000000000
rgdpna,AUS,1956,156355.90625000000000000
rgdpna,AUS,1957,159780.62500000000000000
rgdpna,AUS,1958,170618.89062500000000000
rgdpna,AUS,1959,181070.37500000000000000
rgdpna,AUS,1960,185281.28125000000000000
rgdpna,AUS,1961,187807.84375000000000000
rgdpna,AUS,1962,199598.48437500000000000
rgdpna,AUS,1963,213073.50000000000000000
rgdpna,AUS,1964,226548.46875000000000000
rgdpna,AUS,1965,231601.60937500000000000
rgdpna,AUS,1966,245918.81250000000000000
rgdpna,AUS,1967,258551.62500000000000000
rgdpna,AUS,1968,277079.75000000000000000
rgdpna,AUS,1969,297292.28125000000000000
rgdpna,AUS,1970,309082.87500000000000000
rgdpna,AUS,1971,321175.81250000000000000
rgdpna,AUS,1972,329570.46875000000000000
rgdpna,AUS,1973,343093.96875000000000000
rgdpna,AUS,1974,347725.40625000000000000
rgdpna,AUS,1975,356723.50000000000000000
rgdpna,AUS,1976,369556.37500000000000000
rgdpna,AUS,1977,372870.84375000000000000
rgdpna,AUS,1978,387947.84375000000000000
rgdpna,AUS,1979,399719.12500000000000000
rgdpna,AUS,1980,413060.81250000000000000
rgdpna,AUS,1981,426809.28125000000000000
rgdpna,AUS,1982,417332.12500000000000000
rgdpna,AUS,1983,436451.34375000000000000
rgdpna,AUS,1984,459362.12500000000000000
rgdpna,AUS,1985,477909.00000000000000000
rgdpna,AUS,1986,490101.28125000000000000
rgdpna,AUS,1987,518249.65625000000000000
rgdpna,AUS,1988,538260.18750000000000000
rgdpna,AUS,1989,557481.50000000000000000
rgdpna,AUS,1990,555263.68750000000000000
rgdpna,AUS,1991,557552.37500000000000000
rgdpna,AUS,1992,580021.25000000000000000
rgdpna,AUS,1993,603128.68750000000000000
rgdpna,AUS,1994,626275.25000000000000000
rgdpna,AUS,1995,650565.87500000000000000
rgdpna,AUS,1996,676370.81250000000000000
rgdpna,AUS,1997,707326.18750000000000000
rgdpna,AUS,1998,743213.06250000000000000
rgdpna,AUS,1999,772444.68750000000000000
rgdpna,AUS,2000,787359.50000000000000000
rgdpna,AUS,2001,818864.93750000000000000
rgdpna,AUS,2002,843315.68750000000000000
rgdpna,AUS,2003,877516.00000000000000000
rgdpna,AUS,2004,905633.93750000000000000
rgdpna,AUS,2005,930942.25000000000000000
rgdpna,AUS,2006,966729.75000000000000000
rgdpna,AUS,2007,1002092.31250000000000000
rgdpna,AUS,2008,1021502.75000000000000000
rgdpna,AUS,2009,1042621.50000000000000000
rgdpna,AUS,2010,1068298.62500000000000000
rgdpna,AUS,2011,1110156.37500000000000000
rgdpna,AUS,2012,1138852.87500000000000000
rgdpna,AUS,2013,1167701.25000000000000000
rgdpna,AUS,2014,1193304.87500000000000000
rgdpna,AUS,2015,1226367.12500000000000000
rgdpna,AUS,2016,1254581.00000000000000000
rgdpna,AUS,2017,1291582.25000000000000000
rgdpna,AUS,2018,1319492.87500000000000000
rgdpna,AUS,2019,1315734.25000000000000000
rgdpna,AUT,1950,56946.14843750000000000
rgdpna,AUT,1951,60474.61328125000000000
rgdpna,AUT,1952,60239.30078125000000000
rgdpna,AUT,1953,62218.33203125000000000
rgdpna,AUT,1954,67352.93750000000000000
rgdpna,AUT,1955,75065.11718750000000000
rgdpna,AUT,1956,79692.41406250000000000
rgdpna,AUT,1957,84319.71093750000000000
rgdpna,AUT,1958,87404.57812500000000000
rgdpna,AUT,1959,89975.29687500000000000
rgdpna,AUT,1960,98201.61718750000000000
rgdpna,AUT,1961,103343.05468750000000000
rgdpna,AUT,1962,105399.63281250000000000
rgdpna,AUT,1963,110026.93750000000000000
rgdpna,AUT,1964,116710.82031250000000000
rgdpna,AUT,1965,119795.67187500000000000
rgdpna,AUT,1966,126479.56250000000000000
rgdpna,AUT,1967,130592.72656250000000000
rgdpna,AUT,1968,136248.31250000000000000
rgdpna,AUT,1969,144988.76562500000000000
rgdpna,AUT,1970,155271.64062500000000000
rgdpna,AUT,1971,163210.89062500000000000
rgdpna,AUT,1972,173342.79687500000000000
rgdpna,AUT,1973,181814.56250000000000000
rgdpna,AUT,1974,188984.90625000000000000
rgdpna,AUT,1975,188300.18750000000000000
rgdpna,AUT,1976,196918.71875000000000000
rgdpna,AUT,1977,206922.12500000000000000
rgdpna,AUT,1978,206486.23437500000000000
rgdpna,AUT,1979,217547.09375000000000000
rgdpna,AUT,1980,221313.89062500000000000
rgdpna,AUT,1981,220994.54687500000000000
rgdpna,AUT,1982,225439.29687500000000000
rgdpna,AUT,1983,232141.79687500000000000
rgdpna,AUT,1984,232260.85937500000000000
rgdpna,AUT,1985,238064.29687500000000000
rgdpna,AUT,1986,243543.09375000000000000
rgdpna,AUT,1987,246848.37500000000000000
rgdpna,AUT,1988,254984.21875000000000000
rgdpna,AUT,1989,264895.62500000000000000
rgdpna,AUT,1990,276407.03125000000000000
rgdpna,AUT,1991,285919.93750000000000000
rgdpna,AUT,1992,291905.75000000000000000
rgdpna,AUT,1993,293443.56250000000000000
rgdpna,AUT,1994,300492.40625000000000000
rgdpna,AUT,1995,308509.50000000000000000
rgdpna,AUT,1996,315758.03125000000000000
rgdpna,AUT,1997,322368.75000000000000000
rgdpna,AUT,1998,333914.12500000000000000
rgdpna,AUT,1999,345789.21875000000000000
rgdpna,AUT,2000,357462.09375000000000000
rgdpna,AUT,2001,361991.78125000000000000
rgdpna,AUT,2002,367970.25000000000000000
rgdpna,AUT,2003,371434.56250000000000000
rgdpna,AUT,2004,381593.75000000000000000
rgdpna,AUT,2005,390156.96875000000000000
rgdpna,AUT,2006,403633.15625000000000000
rgdpna,AUT,2007,418678.21875000000000000
rgdpna,AUT,2008,424792.71875000000000000
rgdpna,AUT,2009,408801.06250000000000000
rgdpna,AUT,2010,416311.12500000000000000
rgdpna,AUT,2011,428479.03125000000000000
rgdpna,AUT,2012,431394.62500000000000000
rgdpna,AUT,2013,431504.62500000000000000
rgdpna,AUT,2014,434358.06250000000000000
rgdpna,AUT,2015,438764.62500000000000000
rgdpna,AUT,2016,447493.59375000000000000
rgdpna,AUT,2017,458231.56250000000000000
rgdpna,AUT,2018,470054.50000000000000000
rgdpna,AUT,2019,476723.31250000000000000
rgdpna,AZE,1990,55394.67968750000000000
rgdpna,AZE,1991,55006.91406250000000000
rgdpna,AZE,1992,42575.35156250000000000
rgdpna,AZE,1993,32740.29687500000000000
rgdpna,AZE,1994,26305.27343750000000000
rgdpna,AZE,1995,23196.97656250000000000
rgdpna,AZE,1996,23488.10742187500000000
rgdpna,AZE,1997,24851.85156250000000000
rgdpna,AZE,1998,27328.63281250000000000
rgdpna,AZE,1999,29349.95312500000000000
rgdpna,AZE,2000,32606.13671875000000000
rgdpna,AZE,2001,35834.88671875000000000
rgdpna,AZE,2002,39217.31250000000000000
rgdpna,AZE,2003,43220.73437500000000000
rgdpna,AZE,2004,47220.30078125000000000
rgdpna,AZE,2005,60423.81250000000000000
rgdpna,AZE,2006,81249.61718750000000000
rgdpna,AZE,2007,101938.38281250000000000
rgdpna,AZE,2008,112735.11718750000000000
rgdpna,AZE,2009,123297.35156250000000000
rgdpna,AZE,2010,129202.36718750000000000
rgdpna,AZE,2011,127170.02343750000000000
rgdpna,AZE,2012,129971.50000000000000000
rgdpna,AZE,2013,137566.26562500000000000
rgdpna,AZE,2014,141414.81250000000000000
rgdpna,AZE,2015,142899.03125000000000000
rgdpna,AZE,2016,138521.17187500000000000
rgdpna,AZE,2017,138733.95312500000000000
rgdpna,AZE,2018,140815.53125000000000000
rgdpna,AZE,2019,143939.81250000000000000
rgdpna,BDI,1960,1941.15393066406000000
rgdpna,BDI,1961,1664.42651367188000000
rgdpna,BDI,1962,1805.29162597656000000
rgdpna,BDI,1963,1912.75463867188000000
rgdpna,BDI,1964,2037.70410156250000000
rgdpna,BDI,1965,2137.31127929688000000
rgdpna,BDI,1966,2223.68750000000000000
rgdpna,BDI,1967,2539.04296875000000000
rgdpna,BDI,1968,2531.00878906250000000
rgdpna,BDI,1969,2484.99365234375000000
rgdpna,BDI,1970,3059.89160156250000000
rgdpna,BDI,1971,3159.27685546875000000
rgdpna,BDI,1972,2970.31420898438000000
rgdpna,BDI,1973,3175.31420898438000000
rgdpna,BDI,1974,3158.48657226563000000
rgdpna,BDI,1975,3159.13720703125000000
rgdpna,BDI,1976,3487.60180664063000000
rgdpna,BDI,1977,3803.19067382813000000
rgdpna,BDI,1978,3988.43408203125000000
rgdpna,BDI,1979,4053.37402343750000000
rgdpna,BDI,1980,3979.46240234375000000
rgdpna,BDI,1981,4413.72753906250000000
rgdpna,BDI,1982,4394.71533203125000000
rgdpna,BDI,1983,4531.33544921875000000
rgdpna,BDI,1984,4526.82666015625000000
rgdpna,BDI,1985,5055.82812500000000000
rgdpna,BDI,1986,5248.92773437500000000
rgdpna,BDI,1987,5463.82910156250000000
rgdpna,BDI,1988,5731.14550781250000000
rgdpna,BDI,1989,5816.15966796875000000
rgdpna,BDI,1990,6019.71533203125000000
rgdpna,BDI,1991,6340.77685546875000000
rgdpna,BDI,1992,6455.27343750000000000
rgdpna,BDI,1993,6001.56542968750000000
rgdpna,BDI,1994,5816.44238281250000000
rgdpna,BDI,1995,5408.06201171875000000
rgdpna,BDI,1996,4942.55126953125000000
rgdpna,BDI,1997,4961.31298828125000000
rgdpna,BDI,1998,5184.05273437500000000
