VariableCode,RegionCode,YearCode,AggValue
rgdpna,BTN,2013,6648.13232421875000000
rgdpna,BTN,2014,6913.62402343750000000
rgdpna,BTN,2015,7372.85156250000000000
rgdpna,BTN,2016,7972.05468750000000000
rgdpna,BTN,2017,8342.89062500000000000
rgdpna,BTN,2018,8595.48535156250000000
rgdpna,BTN,2019,8922.63867187500000000
rgdpna,BWA,1960,439.07174682617200000
rgdpna,BWA,1961,472.85659790039100000
rgdpna,BWA,1962,509.08953857421900000
rgdpna,BWA,1963,530.22033691406300000
rgdpna,BWA,1964,560.60382080078100000
rgdpna,BWA,1965,534.50842285156300000
rgdpna,BWA,1966,572.88330078125000000
rgdpna,BWA,1967,683.84661865234400000
rgdpna,BWA,1968,781.45495605468800000
rgdpna,BWA,1969,779.69824218750000000
rgdpna,BWA,1970,877.89257812500000000
rgdpna,BWA,1971,1104.57409667969000000
rgdpna,BWA,1972,1395.76135253906000000
rgdpna,BWA,1973,1693.10302734375000000
rgdpna,BWA,1974,1842.05883789063000000
rgdpna,BWA,1975,1997.64367675781000000
rgdpna,BWA,1976,2210.34008789063000000
rgdpna,BWA,1977,2444.56738281250000000
rgdpna,BWA,1978,2729.67236328125000000
rgdpna,BWA,1979,3119.64477539063000000
rgdpna,BWA,1980,3500.82153320313000000
rgdpna,BWA,1981,3911.90332031250000000
rgdpna,BWA,1982,4241.93164062500000000
rgdpna,BWA,1983,4746.64990234375000000
rgdpna,BWA,1984,5392.63476562500000000
rgdpna,BWA,1985,5890.31689453125000000
rgdpna,BWA,1986,6322.50634765625000000
rgdpna,BWA,1987,6842.51513671875000000
rgdpna,BWA,1988,7678.88574218750000000
rgdpna,BWA,1989,10233.86816406250000000
rgdpna,BWA,1990,10963.20703125000000000
rgdpna,BWA,1991,11777.11523437500000000
rgdpna,BWA,1992,12130.55371093750000000
rgdpna,BWA,1993,12362.98730468750000000
rgdpna,BWA,1994,12811.75585937500000000
rgdpna,BWA,1995,13712.47460937500000000
rgdpna,BWA,1996,14511.88378906250000000
rgdpna,BWA,1997,15676.68750000000000000
rgdpna,BWA,1998,15789.87207031250000000
rgdpna,BWA,1999,17316.31640625000000000
rgdpna,BWA,2000,17660.51367187500000000
rgdpna,BWA,2001,17704.77148437500000000
rgdpna,BWA,2002,18779.36132812500000000
rgdpna,BWA,2003,19648.08593750000000000
rgdpna,BWA,2004,20179.72070312500000000
rgdpna,BWA,2005,21099.22070312500000000
rgdpna,BWA,2006,22863.94921875000000000
rgdpna,BWA,2007,24756.36718750000000000
rgdpna,BWA,2008,26302.50195312500000000
rgdpna,BWA,2009,24289.74218750000000000
rgdpna,BWA,2010,26369.80859375000000000
rgdpna,BWA,2011,27964.75976562500000000
rgdpna,BWA,2012,29210.91601562500000000
rgdpna,BWA,2013,32524.40429687500000000
rgdpna,BWA,2014,33873.95703125000000000
rgdpna,BWA,2015,33298.78906250000000000
rgdpna,BWA,2016,34731.89453125000000000
rgdpna,BWA,2017,35740.50390625000000000
rgdpna,BWA,2018,37341.26171875000000000
rgdpna,BWA,2019,38448.84765625000000000
rgdpna,CAF,1960,2730.00634765625000000
rgdpna,CAF,1961,2860.87866210938000000
rgdpna,CAF,1962,2718.06079101563000000
rgdpna,CAF,1963,2721.85229492188000000
rgdpna,CAF,1964,2769.62255859375000000
rgdpna,CAF,1965,2803.51318359375000000
rgdpna,CAF,1966,2823.18334960938000000
rgdpna,CAF,1967,2906.90771484375000000
rgdpna,CAF,1968,2978.88403320313000000
rgdpna,CAF,1969,3220.65014648438000000
rgdpna,CAF,1970,3280.41723632813000000
rgdpna,CAF,1971,3180.82910156250000000
rgdpna,CAF,1972,3118.10668945313000000
rgdpna,CAF,1973,3259.28808593750000000
rgdpna,CAF,1974,3162.06420898438000000
rgdpna,CAF,1975,3219.61547851563000000
rgdpna,CAF,1976,3362.56982421875000000
rgdpna,CAF,1977,3632.96435546875000000
rgdpna,CAF,1978,3676.89501953125000000
rgdpna,CAF,1979,3586.25683593750000000
rgdpna,CAF,1980,3425.64306640625000000
rgdpna,CAF,1981,3478.66674804688000000
rgdpna,CAF,1982,3541.14941406250000000
rgdpna,CAF,1983,3325.23901367188000000
rgdpna,CAF,1984,3565.49438476563000000
rgdpna,CAF,1985,3684.46069335938000000
rgdpna,CAF,1986,3816.28906250000000000
rgdpna,CAF,1987,3628.11010742188000000
rgdpna,CAF,1988,3703.72949218750000000
rgdpna,CAF,1989,3795.41137695313000000
rgdpna,CAF,1990,3736.76904296875000000
rgdpna,CAF,1991,3780.85693359375000000
rgdpna,CAF,1992,3730.54174804688000000
rgdpna,CAF,1993,3717.54492187500000000
rgdpna,CAF,1994,3909.98120117188000000
rgdpna,CAF,1995,4111.46386718750000000
rgdpna,CAF,1996,3801.12402343750000000
rgdpna,CAF,1997,4033.78295898438000000
rgdpna,CAF,1998,4217.42626953125000000
rgdpna,CAF,1999,4467.86132812500000000
rgdpna,CAF,2000,4553.72802734375000000
rgdpna,CAF,2001,4582.43798828125000000
rgdpna,CAF,2002,4554.48681640625000000
rgdpna,CAF,2003,4233.31787109375000000
rgdpna,CAF,2004,4350.50292968750000000
rgdpna,CAF,2005,4454.12158203125000000
rgdpna,CAF,2006,4665.86865234375000000
rgdpna,CAF,2007,4853.95898437500000000
rgdpna,CAF,2008,4980.79101562500000000
rgdpna,CAF,2009,5120.85644531250000000
rgdpna,CAF,2010,5357.99365234375000000
rgdpna,CAF,2011,5582.74072265625000000
rgdpna,CAF,2012,5864.87939453125000000
rgdpna,CAF,2013,3730.53393554688000000
rgdpna,CAF,2014,3733.55834960938000000
rgdpna,CAF,2015,3895.48706054688000000
rgdpna,CAF,2016,4080.53515625000000000
rgdpna,CAF,2017,4265.27246093750000000
rgdpna,CAF,2018,4426.90234375000000000
rgdpna,CAF,2019,4558.39404296875000000
rgdpna,CAN,1950,198130.67187500000000000
rgdpna,CAN,1951,206789.95312500000000000
rgdpna,CAN,1952,224110.82812500000000000
rgdpna,CAN,1953,235150.10937500000000000
rgdpna,CAN,1954,232511.40625000000000000
rgdpna,CAN,1955,253992.60937500000000000
rgdpna,CAN,1956,277510.43750000000000000
rgdpna,CAN,1957,284565.78125000000000000
rgdpna,CAN,1958,289269.37500000000000000
rgdpna,CAN,1959,301028.31250000000000000
rgdpna,CAN,1960,310435.43750000000000000
rgdpna,CAN,1961,319221.34375000000000000
rgdpna,CAN,1962,341186.09375000000000000
rgdpna,CAN,1963,358757.90625000000000000
rgdpna,CAN,1964,382187.00000000000000000
rgdpna,CAN,1965,407080.40625000000000000
rgdpna,CAN,1966,434902.43750000000000000
rgdpna,CAN,1967,446616.96875000000000000
rgdpna,CAN,1968,470046.06250000000000000
rgdpna,CAN,1969,494939.46875000000000000
rgdpna,CAN,1970,508118.34375000000000000
rgdpna,CAN,1971,528291.93750000000000000
rgdpna,CAN,1972,557399.12500000000000000
rgdpna,CAN,1973,595501.50000000000000000
rgdpna,CAN,1974,615035.87500000000000000
rgdpna,CAN,1975,624023.00000000000000000
rgdpna,CAN,1976,660707.00000000000000000
rgdpna,CAN,1977,683423.12500000000000000
rgdpna,CAN,1978,708597.12500000000000000
rgdpna,CAN,1979,734894.31250000000000000
rgdpna,CAN,1980,750735.25000000000000000
rgdpna,CAN,1981,776816.75000000000000000
rgdpna,CAN,1982,752057.56250000000000000
rgdpna,CAN,1983,771621.12500000000000000
rgdpna,CAN,1984,817212.00000000000000000
rgdpna,CAN,1985,855926.56250000000000000
rgdpna,CAN,1986,874286.00000000000000000
rgdpna,CAN,1987,909895.31250000000000000
rgdpna,CAN,1988,950022.68750000000000000
rgdpna,CAN,1989,972034.50000000000000000
rgdpna,CAN,1990,973635.25000000000000000
rgdpna,CAN,1991,953324.31250000000000000
rgdpna,CAN,1992,961906.75000000000000000
rgdpna,CAN,1993,987501.68750000000000000
rgdpna,CAN,1994,1031884.62500000000000000
rgdpna,CAN,1995,1059683.25000000000000000
rgdpna,CAN,1996,1076841.50000000000000000
rgdpna,CAN,1997,1122930.62500000000000000
rgdpna,CAN,1998,1166681.75000000000000000
rgdpna,CAN,1999,1226916.50000000000000000
rgdpna,CAN,2000,1290441.87500000000000000
rgdpna,CAN,2001,1313540.37500000000000000
rgdpna,CAN,2002,1353183.62500000000000000
rgdpna,CAN,2003,1377561.50000000000000000
rgdpna,CAN,2004,1420086.62500000000000000
rgdpna,CAN,2005,1465589.00000000000000000
rgdpna,CAN,2006,1504197.12500000000000000
rgdpna,CAN,2007,1535361.50000000000000000
rgdpna,CAN,2008,1550780.87500000000000000
rgdpna,CAN,2009,1505405.62500000000000000
rgdpna,CAN,2010,1551921.62500000000000000
rgdpna,CAN,2011,1600746.62500000000000000
rgdpna,CAN,2012,1628935.12500000000000000
rgdpna,CAN,2013,1666875.00000000000000000
rgdpna,CAN,2014,1714715.00000000000000000
rgdpna,CAN,2015,1726018.00000000000000000
rgdpna,CAN,2016,1743302.12500000000000000
rgdpna,CAN,2017,1796296.50000000000000000
rgdpna,CAN,2018,1839938.37500000000000000
rgdpna,CAN,2019,1874187.25000000000000000
rgdpna,CHE,1950,114843.29687500000000000
rgdpna,CHE,1951,124148.09375000000000000
rgdpna,CHE,1952,125173.19531250000000000
rgdpna,CHE,1953,129604.80468750000000000
rgdpna,CHE,1954,136859.40625000000000000
rgdpna,CHE,1955,146101.12500000000000000
rgdpna,CHE,1956,155784.42187500000000000
rgdpna,CHE,1957,161982.35937500000000000
rgdpna,CHE,1958,158512.78125000000000000
rgdpna,CHE,1959,168527.28125000000000000
rgdpna,CHE,1960,180308.10937500000000000
rgdpna,CHE,1961,194927.67187500000000000
rgdpna,CHE,1962,204264.03125000000000000
rgdpna,CHE,1963,214231.20312500000000000
rgdpna,CHE,1964,225491.59375000000000000
rgdpna,CHE,1965,232667.32812500000000000
rgdpna,CHE,1966,238392.15625000000000000
rgdpna,CHE,1967,245678.29687500000000000
rgdpna,CHE,1968,254494.18750000000000000
rgdpna,CHE,1969,268829.87500000000000000
rgdpna,CHE,1970,285972.81250000000000000
rgdpna,CHE,1971,297627.46875000000000000
rgdpna,CHE,1972,307153.03125000000000000
rgdpna,CHE,1973,316520.93750000000000000
rgdpna,CHE,1974,321126.03125000000000000
rgdpna,CHE,1975,297737.84375000000000000
rgdpna,CHE,1976,293558.59375000000000000
rgdpna,CHE,1977,300702.75000000000000000
rgdpna,CHE,1978,301932.87500000000000000
rgdpna,CHE,1979,309455.59375000000000000
rgdpna,CHE,1980,323696.65625000000000000
rgdpna,CHE,1981,328880.12500000000000000
rgdpna,CHE,1982,324573.71875000000000000
rgdpna,CHE,1983,326648.00000000000000000
rgdpna,CHE,1984,336475.06250000000000000
rgdpna,CHE,1985,348835.78125000000000000
rgdpna,CHE,1986,355319.37500000000000000
rgdpna,CHE,1987,360952.90625000000000000
rgdpna,CHE,1988,372783.46875000000000000
rgdpna,CHE,1989,388927.93750000000000000
rgdpna,CHE,1990,403219.59375000000000000
rgdpna,CHE,1991,399526.84375000000000000
rgdpna,CHE,1992,399352.12500000000000000
rgdpna,CHE,1993,398849.00000000000000000
rgdpna,CHE,1994,403913.40625000000000000
rgdpna,CHE,1995,405855.68750000000000000
rgdpna,CHE,1996,407860.25000000000000000
rgdpna,CHE,1997,417115.28125000000000000
rgdpna,CHE,1998,429901.25000000000000000
rgdpna,CHE,1999,437405.34375000000000000
rgdpna,CHE,2000,454798.34375000000000000
rgdpna,CHE,2001,461965.15625000000000000
rgdpna,CHE,2002,461939.68750000000000000
rgdpna,CHE,2003,461723.31250000000000000
rgdpna,CHE,2004,474750.96875000000000000
rgdpna,CHE,2005,488436.34375000000000000
rgdpna,CHE,2006,508047.06250000000000000
rgdpna,CHE,2007,528347.25000000000000000
rgdpna,CHE,2008,542905.87500000000000000
rgdpna,CHE,2009,531615.43750000000000000
rgdpna,CHE,2010,548989.18750000000000000
rgdpna,CHE,2011,559532.18750000000000000
rgdpna,CHE,2012,566342.81250000000000000
rgdpna,CHE,2013,576659.68750000000000000
rgdpna,CHE,2014,590769.62500000000000000
rgdpna,CHE,2015,600563.25000000000000000
rgdpna,CHE,2016,612845.93750000000000000
rgdpna,CHE,2017,622558.43750000000000000
rgdpna,CHE,2018,641318.62500000000000000
rgdpna,CHE,2019,648257.25000000000000000
rgdpna,CHL,1951,33495.69140625000000000
rgdpna,CHL,1952,35102.76562500000000000
rgdpna,CHL,1953,38292.88671875000000000
rgdpna,CHL,1954,36161.08984375000000000
rgdpna,CHL,1955,37979.83203125000000000
rgdpna,CHL,1956,38214.40625000000000000
rgdpna,CHL,1957,41160.37109375000000000
rgdpna,CHL,1958,43080.86718750000000000
rgdpna,CHL,1959,42408.13671875000000000
rgdpna,CHL,1960,46879.43750000000000000
rgdpna,CHL,1961,49135.66406250000000000
rgdpna,CHL,1962,51391.89453125000000000
rgdpna,CHL,1963,54650.89062500000000000
rgdpna,CHL,1964,55904.35546875000000000
rgdpna,CHL,1965,56405.73828125000000000
rgdpna,CHL,1966,62673.03906250000000000
rgdpna,CHL,1967,64678.57421875000000000
rgdpna,CHL,1968,66934.81250000000000000
rgdpna,CHL,1969,69441.72656250000000000
rgdpna,CHL,1970,70945.88281250000000000
rgdpna,CHL,1971,77299.25000000000000000
rgdpna,CHL,1972,76361.48437500000000000
rgdpna,CHL,1973,72111.95312500000000000
rgdpna,CHL,1974,72814.65625000000000000
rgdpna,CHL,1975,63414.16406250000000000
rgdpna,CHL,1976,65645.06250000000000000
rgdpna,CHL,1977,72116.96875000000000000
rgdpna,CHL,1978,78043.04687500000000000
rgdpna,CHL,1979,84506.19531250000000000
rgdpna,CHL,1980,91220.17968750000000000
rgdpna,CHL,1981,96887.13281250000000000
rgdpna,CHL,1982,83722.03906250000000000
rgdpna,CHL,1983,81376.11718750000000000
rgdpna,CHL,1984,86165.46093750000000000
rgdpna,CHL,1985,87861.54687500000000000
rgdpna,CHL,1986,92778.49218750000000000
rgdpna,CHL,1987,98896.54687500000000000
rgdpna,CHL,1988,106127.15625000000000000
rgdpna,CHL,1989,117334.43750000000000000
rgdpna,CHL,1990,121672.97656250000000000
rgdpna,CHL,1991,131370.18750000000000000
rgdpna,CHL,1992,147499.84375000000000000
rgdpna,CHL,1993,157804.57812500000000000
rgdpna,CHL,1994,166812.25000000000000000
rgdpna,CHL,1995,184540.34375000000000000
rgdpna,CHL,1996,198221.26562500000000000
rgdpna,CHL,1997,211314.92187500000000000
rgdpna,CHL,1998,218142.25000000000000000
rgdpna,CHL,1999,216482.50000000000000000
rgdpna,CHL,2000,226200.57812500000000000
rgdpna,CHL,2001,233839.46875000000000000
rgdpna,CHL,2002,238946.76562500000000000
rgdpna,CHL,2003,247960.78125000000000000
rgdpna,CHL,2004,265358.03125000000000000
rgdpna,CHL,2005,281748.50000000000000000
rgdpna,CHL,2006,299546.03125000000000000
rgdpna,CHL,2007,314241.78125000000000000
rgdpna,CHL,2008,325332.90625000000000000
rgdpna,CHL,2009,320241.84375000000000000
rgdpna,CHL,2010,338959.53125000000000000
rgdpna,CHL,2011,359672.50000000000000000
rgdpna,CHL,2012,378801.81250000000000000
rgdpna,CHL,2013,394124.18750000000000000
rgdpna,CHL,2014,401087.34375000000000000
rgdpna,CHL,2015,410327.46875000000000000
rgdpna,CHL,2016,417348.53125000000000000
rgdpna,CHL,2017,422309.03125000000000000
rgdpna,CHL,2018,438987.34375000000000000
rgdpna,CHL,2019,443616.21875000000000000
rgdpna,CHN,1952,557468.31250000000000000
rgdpna,CHN,1953,630467.12500000000000000
rgdpna,CHN,1954,586751.37500000000000000
rgdpna,CHN,1955,641581.43750000000000000
rgdpna,CHN,1956,695460.25000000000000000
rgdpna,CHN,1957,718725.31250000000000000
rgdpna,CHN,1958,739635.31250000000000000
rgdpna,CHN,1959,724461.06250000000000000
rgdpna,CHN,1960,689786.87500000000000000
rgdpna,CHN,1961,558305.37500000000000000
rgdpna,CHN,1962,591366.25000000000000000
rgdpna,CHN,1963,677432.87500000000000000
rgdpna,CHN,1964,771682.93750000000000000
rgdpna,CHN,1965,857507.25000000000000000
rgdpna,CHN,1966,885350.75000000000000000
rgdpna,CHN,1967,889345.43750000000000000
rgdpna,CHN,1968,865986.37500000000000000
rgdpna,CHN,1969,953460.25000000000000000
rgdpna,CHN,1970,1085341.12500000000000000
rgdpna,CHN,1971,1182455.75000000000000000
rgdpna,CHN,1972,1173581.87500000000000000
rgdpna,CHN,1973,1261324.37500000000000000
rgdpna,CHN,1974,1299351.25000000000000000
rgdpna,CHN,1975,1391712.00000000000000000
rgdpna,CHN,1976,1349881.87500000000000000
rgdpna,CHN,1977,1428767.00000000000000000
rgdpna,CHN,1978,1594763.12500000000000000
rgdpna,CHN,1979,1719783.12500000000000000
rgdpna,CHN,1980,1804728.62500000000000000
rgdpna,CHN,1981,1861601.12500000000000000
rgdpna,CHN,1982,2031704.87500000000000000
rgdpna,CHN,1983,2178264.75000000000000000
rgdpna,CHN,1984,2414971.00000000000000000
rgdpna,CHN,1985,2602347.25000000000000000
rgdpna,CHN,1986,2780601.00000000000000000
rgdpna,CHN,1987,3008488.00000000000000000
rgdpna,CHN,1988,3142030.00000000000000000
rgdpna,CHN,1989,3153668.75000000000000000
rgdpna,CHN,1990,3165272.00000000000000000
rgdpna,CHN,1991,3300483.75000000000000000
rgdpna,CHN,1992,3556377.75000000000000000
rgdpna,CHN,1993,3920962.75000000000000000
rgdpna,CHN,1994,4256331.00000000000000000
rgdpna,CHN,1995,4657186.50000000000000000
rgdpna,CHN,1996,4990733.00000000000000000
rgdpna,CHN,1997,5274995.00000000000000000
rgdpna,CHN,1998,5305999.50000000000000000
rgdpna,CHN,1999,5573186.00000000000000000
rgdpna,CHN,2000,5962253.00000000000000000
rgdpna,CHN,2001,6370915.00000000000000000
rgdpna,CHN,2002,6969823.00000000000000000
rgdpna,CHN,2003,7496914.00000000000000000
rgdpna,CHN,2004,8225812.50000000000000000
rgdpna,CHN,2005,9019761.00000000000000000
rgdpna,CHN,2006,9982318.00000000000000000
rgdpna,CHN,2007,10976751.00000000000000000
rgdpna,CHN,2008,11616248.00000000000000000
rgdpna,CHN,2009,12577917.00000000000000000
rgdpna,CHN,2010,13947309.00000000000000000
rgdpna,CHN,2011,14918415.00000000000000000
rgdpna,CHN,2012,15416000.00000000000000000
rgdpna,CHN,2013,16562428.00000000000000000
rgdpna,CHN,2014,17711682.00000000000000000
rgdpna,CHN,2015,18379366.00000000000000000
rgdpna,CHN,2016,19132416.00000000000000000
rgdpna,CHN,2017,19687162.00000000000000000
rgdpna,CHN,2018,19841296.00000000000000000
rgdpna,CHN,2019,20572606.00000000000000000
rgdpna,CIV,1960,8197.86230468750000000
rgdpna,CIV,1961,9303.61035156250000000
rgdpna,CIV,1962,9294.86035156250000000
rgdpna,CIV,1963,10584.86035156250000000
rgdpna,CIV,1964,12588.59863281250000000
rgdpna,CIV,1965,12263.16503906250000000
rgdpna,CIV,1966,13669.89843750000000000
rgdpna,CIV,1967,14210.69238281250000000
rgdpna,CIV,1968,16330.80566406250000000
rgdpna,CIV,1969,17553.21875000000000000
rgdpna,CIV,1970,19244.65234375000000000
rgdpna,CIV,1971,21064.73437500000000000
rgdpna,CIV,1972,21956.73632812500000000
rgdpna,CIV,1973,23260.73828125000000000
rgdpna,CIV,1974,24267.42187500000000000
rgdpna,CIV,1975,26270.13671875000000000
rgdpna,CIV,1976,29421.18945312500000000
rgdpna,CIV,1977,30803.97070312500000000
rgdpna,CIV,1978,33853.53125000000000000
rgdpna,CIV,1979,34496.73046875000000000
rgdpna,CIV,1980,30717.11718750000000000
rgdpna,CIV,1981,31792.20703125000000000
rgdpna,CIV,1982,31856.07617187500000000
rgdpna,CIV,1983,30613.77734375000000000
rgdpna,CIV,1984,29786.90820312500000000
rgdpna,CIV,1985,31127.50195312500000000
rgdpna,CIV,1986,32141.82031250000000000
rgdpna,CIV,1987,32030.35742187500000000
rgdpna,CIV,1988,32385.01367187500000000
rgdpna,CIV,1989,36235.54296875000000000
rgdpna,CIV,1990,35789.69531250000000000
rgdpna,CIV,1991,35809.95703125000000000
rgdpna,CIV,1992,35587.03515625000000000
rgdpna,CIV,1993,35445.17187500000000000
rgdpna,CIV,1994,36205.14453125000000000
rgdpna,CIV,1995,38758.66015625000000000
rgdpna,CIV,1996,41372.96875000000000000
rgdpna,CIV,1997,43723.63671875000000000
rgdpna,CIV,1998,45966.15234375000000000
rgdpna,CIV,1999,46859.39843750000000000
rgdpna,CIV,2000,45890.16406250000000000
rgdpna,CIV,2001,45945.86718750000000000
rgdpna,CIV,2002,45179.63671875000000000
rgdpna,CIV,2003,44565.42187500000000000
rgdpna,CIV,2004,45114.34375000000000000
rgdpna,CIV,2005,45890.88281250000000000
rgdpna,CIV,2006,46586.51562500000000000
rgdpna,CIV,2007,47408.78125000000000000
rgdpna,CIV,2008,48618.53125000000000000
rgdpna,CIV,2009,50199.33984375000000000
rgdpna,CIV,2010,54051.22656250000000000
rgdpna,CIV,2011,54652.44531250000000000
rgdpna,CIV,2012,63509.11328125000000000
rgdpna,CIV,2013,73253.83593750000000000
rgdpna,CIV,2014,84094.79687500000000000
rgdpna,CIV,2015,96605.38281250000000000
rgdpna,CIV,2016,103541.88281250000000000
rgdpna,CIV,2017,111163.03906250000000000
rgdpna,CIV,2018,118822.50000000000000000
rgdpna,CIV,2019,126227.23437500000000000
rgdpna,CMR,1960,13982.08203125000000000
rgdpna,CMR,1961,14184.10742187500000000
rgdpna,CMR,1962,14602.66406250000000000
rgdpna,CMR,1963,15073.13476562500000000
rgdpna,CMR,1964,15631.90234375000000000
rgdpna,CMR,1965,16355.28417968750000000
rgdpna,CMR,1966,17165.05664062500000000
rgdpna,CMR,1967,15262.47070312500000000
rgdpna,CMR,1968,16344.87500000000000000
rgdpna,CMR,1969,16909.11523437500000000
rgdpna,CMR,1970,17801.61914062500000000
rgdpna,CMR,1971,18311.28320312500000000
rgdpna,CMR,1972,18854.73828125000000000
rgdpna,CMR,1973,19761.43359375000000000
rgdpna,CMR,1974,20451.30859375000000000
rgdpna,CMR,1975,21231.29101562500000000
rgdpna,CMR,1976,20064.60351562500000000
rgdpna,CMR,1977,22821.45117187500000000
rgdpna,CMR,1978,27842.85742187500000000
rgdpna,CMR,1979,29523.20703125000000000
rgdpna,CMR,1980,33047.70312500000000000
rgdpna,CMR,1981,35457.17187500000000000
rgdpna,CMR,1982,38098.13281250000000000
rgdpna,CMR,1983,41299.50390625000000000
rgdpna,CMR,1984,44622.40625000000000000
rgdpna,CMR,1985,45671.84375000000000000
rgdpna,CMR,1986,43271.06250000000000000
rgdpna,CMR,1987,40846.16015625000000000
rgdpna,CMR,1988,39304.79687500000000000
rgdpna,CMR,1989,38068.23046875000000000
rgdpna,CMR,1990,35722.80468750000000000
rgdpna,CMR,1991,34378.17968750000000000
rgdpna,CMR,1992,33329.59375000000000000
rgdpna,CMR,1993,32277.01171875000000000
rgdpna,CMR,1994,32962.56250000000000000
rgdpna,CMR,1995,34106.29296875000000000
rgdpna,CMR,1996,35593.68359375000000000
rgdpna,CMR,1997,37455.67968750000000000
rgdpna,CMR,1998,39142.05078125000000000
rgdpna,CMR,1999,40822.05859375000000000
rgdpna,CMR,2000,42272.58593750000000000
rgdpna,CMR,2001,44119.08203125000000000
rgdpna,CMR,2002,45988.49218750000000000
rgdpna,CMR,2003,48088.87500000000000000
rgdpna,CMR,2004,51349.81250000000000000
rgdpna,CMR,2005,52387.39453125000000000
rgdpna,CMR,2006,54198.77734375000000000
rgdpna,CMR,2007,56855.71093750000000000
rgdpna,CMR,2008,58839.29296875000000000
rgdpna,CMR,2009,60132.97265625000000000
rgdpna,CMR,2010,62191.03125000000000000
rgdpna,CMR,2011,64759.06250000000000000
rgdpna,CMR,2012,67701.24218750000000000
rgdpna,CMR,2013,71359.99218750000000000
rgdpna,CMR,2014,75558.85937500000000000
rgdpna,CMR,2015,79829.04687500000000000
rgdpna,CMR,2016,83539.88281250000000000
rgdpna,CMR,2017,86504.78906250000000000
rgdpna,CMR,2018,90019.03125000000000000
rgdpna,CMR,2019,93489.34375000000000000
rgdpna,COD,1950,24227.75390625000000000
rgdpna,COD,1951,27769.35351562500000000
rgdpna,COD,1952,29759.86132812500000000
rgdpna,COD,1953,32793.61328125000000000
rgdpna,COD,1954,34244.27734375000000000
rgdpna,COD,1955,36441.29687500000000000
rgdpna,COD,1956,38486.45312500000000000
rgdpna,COD,1957,38868.80468750000000000
rgdpna,COD,1958,38029.62500000000000000
rgdpna,COD,1959,38851.09375000000000000
rgdpna,COD,1960,42396.93750000000000000
rgdpna,COD,1961,37928.73046875000000000
rgdpna,COD,1962,43331.82031250000000000
rgdpna,COD,1963,44467.44921875000000000
rgdpna,COD,1964,44651.25390625000000000
rgdpna,COD,1965,43720.07421875000000000
rgdpna,COD,1966,46401.78125000000000000
rgdpna,COD,1967,45872.24609375000000000
rgdpna,COD,1968,48831.98046875000000000
rgdpna,COD,1969,52692.57031250000000000
rgdpna,COD,1970,52561.21875000000000000
rgdpna,COD,1971,55717.53515625000000000
rgdpna,COD,1972,55801.73828125000000000
rgdpna,COD,1973,60342.48437500000000000
rgdpna,COD,1974,62231.55468750000000000
rgdpna,COD,1975,59131.40625000000000000
rgdpna,COD,1976,55992.12500000000000000
rgdpna,COD,1977,56418.10546875000000000
rgdpna,COD,1978,53402.39453125000000000
rgdpna,COD,1979,53632.07421875000000000
rgdpna,COD,1980,54809.25000000000000000
rgdpna,COD,1981,56097.55468750000000000
rgdpna,COD,1982,55840.80468750000000000
rgdpna,COD,1983,56629.11328125000000000
rgdpna,COD,1984,59766.97265625000000000
rgdpna,COD,1985,60046.59375000000000000
rgdpna,COD,1986,62879.11718750000000000
rgdpna,COD,1987,64561.53515625000000000
rgdpna,COD,1988,64865.21875000000000000
rgdpna,COD,1989,64044.00000000000000000
rgdpna,COD,1990,59837.39062500000000000
rgdpna,COD,1991,54798.44921875000000000
rgdpna,COD,1992,49044.60937500000000000
rgdpna,COD,1993,42438.76562500000000000
rgdpna,COD,1994,40783.65625000000000000
rgdpna,COD,1995,41069.13671875000000000
rgdpna,COD,1996,40648.92968750000000000
rgdpna,COD,1997,38365.66015625000000000
rgdpna,COD,1998,37742.54687500000000000
rgdpna,COD,1999,36130.88671875000000000
rgdpna,COD,2000,33634.13671875000000000
rgdpna,COD,2001,32927.65625000000000000
rgdpna,COD,2002,33897.98828125000000000
rgdpna,COD,2003,35788.59765625000000000
rgdpna,COD,2004,38200.48828125000000000
rgdpna,COD,2005,40544.23046875000000000
rgdpna,COD,2006,42701.55859375000000000
rgdpna,COD,2007,45374.44140625000000000
rgdpna,COD,2008,48199.41406250000000000
rgdpna,COD,2009,49575.54687500000000000
rgdpna,COD,2010,53099.34375000000000000
rgdpna,COD,2011,56749.78125000000000000
rgdpna,COD,2012,60771.54687500000000000
rgdpna,COD,2013,65926.17187500000000000
rgdpna,COD,2014,72169.27343750000000000
rgdpna,COD,2015,77161.07812500000000000
rgdpna,COD,2016,79013.07812500000000000
rgdpna,COD,2017,81936.23437500000000000
rgdpna,COD,2018,86676.03125000000000000
rgdpna,COD,2019,90530.50000000000000000
rgdpna,COG,1960,2072.48022460938000000
rgdpna,COG,1961,2442.15454101563000000
rgdpna,COG,1962,2395.96899414063000000
rgdpna,COG,1963,2276.70727539063000000
rgdpna,COG,1964,2347.20458984375000000
rgdpna,COG,1965,2451.11132812500000000
rgdpna,COG,1966,2596.70849609375000000
rgdpna,COG,1967,2913.93261718750000000
rgdpna,COG,1968,3190.51684570313000000
rgdpna,COG,1969,3537.45776367188000000
rgdpna,COG,1970,3971.24438476563000000
rgdpna,COG,1971,4329.81494140625000000
rgdpna,COG,1972,4508.91113281250000000
rgdpna,COG,1973,5291.78027343750000000
